Age at Training,SEX,EVENT_YEAR,GRADE,STATE,ZIP_CODE,ASVAB_AFQT_PERCENTILE,ASVAB_ADMIN,ASVAB_ELEC,ASVAB_GEN,ASVAB_MECH,ASVAB_AVERAGE,MARITAL_STATUS,Grad,Elim
20,M,2004,87,TX,76108,49,47,50,55,48,50,M,Yes,No
18,F,2003,85,MS,39532,50,63,37,59,41,50,M,Yes,No
19,M,2004,84,AZ,85641,55,55,45,57,43,50,M,Yes,No
21,M,2003,81,NM,88330,36,47,85,30,38,50,M,Yes,No
39,M,2004,80,IL,62269,30,35,36,47,82,50,M,Yes,No
33,M,2004,78,MS,39157,53,49,50,49,52,50,M,Yes,No
19,M,2004,77,FL,33616,36,28,54,49,69,50,M,Yes,No
21,M,2003,92,AR,72372,45,50,40,42,68,50,D,Yes,No
27,M,2003,81,OK,74107,42,33,43,52,72,50,D,Yes,No
19,F,2003,75,AL,36854,53,57,51,52,41,50.25,UNKNOWN,No,Yes
23,M,2005,59,NE,68113,48,49,60,49,43,50.25,S,No,Yes
21,M,2003,37,MA,1201,53,55,59,52,35,50.25,S,No,Yes
19,F,2003,53,AL,36854,53,57,51,52,41,50.25,UNKNOWN,Yes,No
22,F,2003,97,TX,78227,51,72,55,46,28,50.25,UNKNOWN,Yes,No
19,M,2003,86,LA,71023,51,61,66,36,38,50.25,UNKNOWN,Yes,No
19,M,2003,83,OK,73003,55,57,44,55,45,50.25,UNKNOWN,Yes,No
20,F,2003,83,SC,29503,53,57,49,52,43,50.25,UNKNOWN,Yes,No
22,F,2003,81,VA,23464,51,79,50,41,31,50.25,UNKNOWN,Yes,No
20,M,2003,80,MO,65717,49,54,57,46,44,50.25,UNKNOWN,Yes,No
18,F,2003,76,CA,94535,52,51,53,53,44,50.25,UNKNOWN,Yes,No
23,M,2003,98,GA,31605,49,49,52,53,47,50.25,S,Yes,No
19,M,2004,96,UT,84405,48,51,58,46,46,50.25,S,Yes,No
19,M,2004,95,OH,44203,51,45,50,51,55,50.25,S,Yes,No
19,M,2004,93,PA,19132,61,72,45,50,34,50.25,S,Yes,No
18,M,2005,93,MO,63136,44,47,61,44,49,50.25,S,Yes,No
18,F,2003,92,FL,33621,53,61,55,47,38,50.25,S,Yes,No
20,F,2004,91,NY,11756,55,65,49,48,39,50.25,S,Yes,No
19,M,2004,90,CA,93437,46,45,64,51,41,50.25,S,Yes,No
19,M,2004,90,WI,54149,45,46,65,46,44,50.25,S,Yes,No
20,F,2005,87,IL,61856,53,55,38,53,55,50.25,S,Yes,No
20,M,2004,87,MA,2169,58,63,47,55,36,50.25,S,Yes,No
19,M,2004,86,TX,76908,66,76,40,55,30,50.25,S,Yes,No
19,M,2004,86,MA,2169,58,63,47,55,36,50.25,S,Yes,No
25,F,2004,86,MN,55060,56,65,44,50,42,50.25,S,Yes,No
22,M,2003,86,NM,88330,56,55,46,59,41,50.25,S,Yes,No
19,M,2004,84,TX,79706,50,56,54,49,42,50.25,S,Yes,No
19,F,2004,84,TX,76009,54,57,54,53,37,50.25,S,Yes,No
20,F,2005,83,MS,39114,54,56,33,53,59,50.25,S,Yes,No
18,M,2004,83,AE,9603,48,52,62,47,40,50.25,S,Yes,No
20,M,2003,83,AK,99702,51,59,59,44,39,50.25,S,Yes,No
24,F,2004,82,IA,52501,54,59,46,52,44,50.25,S,Yes,No
22,M,2004,81,VA,22556,48,52,39,47,63,50.25,S,Yes,No
19,F,2003,81,OH,45433,60,69,52,51,29,50.25,S,Yes,No
20,M,2004,81,OH,43212,63,69,46,57,29,50.25,S,Yes,No
20,F,2004,81,TX,79925,54,54,48,57,42,50.25,S,Yes,No
21,F,2004,80,NM,87112,54,55,43,55,48,50.25,S,Yes,No
21,M,2004,80,TN,37938,51,55,58,48,40,50.25,S,Yes,No
22,M,2004,79,CT,6514,53,72,61,36,32,50.25,S,Yes,No
24,M,2004,79,NC,27406,56,74,60,41,26,50.25,S,Yes,No
19,M,2003,79,ND,58701,47,47,56,51,47,50.25,S,Yes,No
18,F,2004,79,IL,60647,54,63,55,47,36,50.25,S,Yes,No
18,M,2003,76,CA,93437,53,76,56,33,36,50.25,S,Yes,No
20,F,2004,71,CA,91941,51,67,54,37,43,50.25,S,Yes,No
28,F,2004,99,MN,55005,37,88,40,40,33,50.25,M,Yes,No
19,M,2004,96,OR,97411,50,50,49,53,49,50.25,M,Yes,No
26,M,2004,95,GA,30662,42,36,59,41,65,50.25,M,Yes,No
20,M,2004,92,NC,27534,49,59,50,42,50,50.25,M,Yes,No
22,M,2003,91,NY,12010,46,43,53,53,52,50.25,M,Yes,No
19,M,2004,90,OK,73145,44,47,43,44,67,50.25,M,Yes,No
21,F,2003,89,NM,88330,50,45,45,62,49,50.25,M,Yes,No
19,M,2003,88,FL,32403,49,55,61,47,38,50.25,M,Yes,No
20,F,2004,88,FL,32569,54,59,55,51,36,50.25,M,Yes,No
18,M,2004,88,CA,93523,45,50,53,42,56,50.25,M,Yes,No
22,F,2004,88,ID,83547,49,52,67,49,33,50.25,M,Yes,No
21,F,2005,87,FL,32578,52,50,55,55,41,50.25,M,Yes,No
21,M,2004,87,NV,89115,48,43,45,57,56,50.25,M,Yes,No
27,M,2004,85,AE,9459,46,47,55,49,50,50.25,M,Yes,No
25,F,2004,84,NC,28311,51,71,50,48,32,50.25,M,Yes,No
18,F,2005,79,KS,67218,57,69,54,47,31,50.25,M,Yes,No
24,F,2004,77,NM,88330,55,43,52,55,51,50.25,M,Yes,No
37,M,2003,75,FL,33024,51,32,56,55,58,50.25,M,Yes,No
20,M,2004,89,AZ,85307,44,49,49,42,61,50.25,D,Yes,No
18,F,2005,89,DE,19901,45,45,61,47,48,50.25,D,Yes,No
19,F,2004,86,AK,99501,58,63,47,55,36,50.25,D,Yes,No
19,F,2003,85,FL,32807,60,72,46,47,36,50.25,D,Yes,No
19,M,2003,84,AK,99504,48,52,59,47,43,50.25,D,Yes,No
19,M,2004,84,WV,25526,47,55,53,41,53,50.5,S,No,Yes
19,F,2003,81,KS,67208,53,67,52,40,43,50.5,S,No,Yes
19,M,2004,77,IN,47874,44,44,67,46,45,50.5,S,No,Yes
20,F,2004,80,CO,80601,52,54,49,52,47,50.5,S,Yes,No
20,M,2004,88,AP,96367,43,52,62,36,52,50.5,D,Yes,No
19,M,2005,80,DE,19901,51,45,51,59,47,50.5,D,Yes,No
24,M,2003,91,OR,97229,48,51,50,46,55,50.5,UNKNOWN,Yes,No
20,M,2003,90,NV,89511,51,55,50,48,49,50.5,UNKNOWN,Yes,No
18,F,2003,89,TX,75043,53,55,52,53,42,50.5,UNKNOWN,Yes,No
28,F,2003,88,ME,04254,53,55,50,52,45,50.5,UNKNOWN,Yes,No
20,F,2004,85,WA,98499,61,61,43,62,36,50.5,UNKNOWN,Yes,No
28,M,2003,83,NY,12962,50,29,51,50,72,50.5,UNKNOWN,Yes,No
19,F,2004,76,TN,37179,54,67,47,44,44,50.5,UNKNOWN,Yes,No
19,F,2004,75,FL,33830,54,65,49,46,42,50.5,UNKNOWN,Yes,No
22,M,2004,96,WV,25526,45,45,53,49,55,50.5,S,Yes,No
22,F,2003,94,TX,78244,58,61,36,57,48,50.5,S,Yes,No
19,M,2004,90,MA,02145,49,61,61,39,41,50.5,S,Yes,No
23,M,2004,90,VA,23970,57,71,55,46,30,50.5,S,Yes,No
21,M,2004,89,NY,11237,58,61,43,57,41,50.5,S,Yes,No
20,F,2004,89,CO,80601,52,54,49,52,47,50.5,S,Yes,No
20,M,2003,87,WA,98012,53,61,51,46,44,50.5,S,Yes,No
19,M,2004,86,NV,89031,58,57,47,62,36,50.5,S,Yes,No
20,M,2004,86,GA,31098,45,52,53,40,57,50.5,S,Yes,No
22,M,2004,86,KY,40228,43,41,36,49,76,50.5,S,Yes,No
21,M,2003,85,MS,38632,47,49,54,49,50,50.5,S,Yes,No
19,M,2004,85,CA,94535,56,67,45,47,43,50.5,S,Yes,No
22,M,2003,84,TX,78250,49,69,54,32,47,50.5,S,Yes,No
18,F,2004,83,CO,80013,57,63,35,53,51,50.5,S,Yes,No
19,F,2004,83,NE,68135,61,74,53,48,27,50.5,S,Yes,No
19,M,2004,83,MO,63111,46,49,50,47,56,50.5,S,Yes,No
18,M,2003,82,MT,59405,48,54,58,44,46,50.5,S,Yes,No
19,M,2004,82,ND,58705,53,61,46,47,48,50.5,S,Yes,No
19,M,2004,82,ID,83647,36,56,72,59,15,50.5,S,Yes,No
20,M,2004,81,MI,48603,52,57,53,48,44,50.5,S,Yes,No
21,M,2003,80,MS,38632,47,49,54,49,50,50.5,S,Yes,No
24,F,2004,79,IL,60608,61,72,44,50,36,50.5,S,Yes,No
22,M,2004,79,MT,59405,53,67,55,42,38,50.5,S,Yes,No
19,M,2004,79,WA,98584,54,54,47,57,44,50.5,S,Yes,No
21,F,2004,79,AK,99504,58,67,59,51,25,50.5,S,Yes,No
19,F,2004,75,MO,64118,57,71,50,46,35,50.5,S,Yes,No
18,F,2004,73,CA,92257,56,57,52,57,36,50.5,S,Yes,No
19,M,2004,94,AK,99506,50,55,50,51,46,50.5,M,Yes,No
42,F,2005,94,MI,48023,47,45,52,53,52,50.5,M,Yes,No
22,M,2003,93,MO,65473,41,37,59,49,57,50.5,M,Yes,No
26,M,2004,93,WA,99011,46,47,54,49,52,50.5,M,Yes,No
22,M,2004,92,MT,59405,50,50,51,52,49,50.5,M,Yes,No
22,M,2003,92,CA,95688,40,45,80,38,39,50.5,M,Yes,No
19,M,2003,91,TX,76308,53,59,61,49,33,50.5,M,Yes,No
21,M,2005,89,NY,14304,43,45,44,44,69,50.5,M,Yes,No
29,M,2004,88,CA,93422,53,61,50,46,45,50.5,M,Yes,No
22,M,2005,87,TX,75692,40,30,40,55,77,50.5,M,Yes,No
19,M,2004,86,SC,29644,47,55,45,41,61,50.5,M,Yes,No
23,M,2004,86,CO,80840,54,59,49,51,43,50.5,M,Yes,No
22,M,2004,84,TX,75228,54,71,52,41,38,50.5,M,Yes,No
22,M,2004,84,ND,58703,48,49,52,51,50,50.5,M,Yes,No
28,M,2004,83,AP,96319,42,35,50,53,64,50.5,M,Yes,No
23,M,2004,83,CA,94080,50,71,47,55,29,50.5,M,Yes,No
19,M,2004,83,CA,92571,50,50,52,53,47,50.5,M,Yes,No
19,M,2003,81,CA,94535,44,35,49,57,61,50.5,M,Yes,No
18,F,2004,78,SD,57706,63,72,46,53,31,50.5,M,Yes,No
19,F,2004,78,TX,78216,54,55,61,55,31,50.5,M,Yes,No
20,F,2004,78,SC,29152,45,45,56,49,52,50.5,M,Yes,No
19,M,2004,77,CA,93437,48,63,67,36,36,50.5,M,Yes,No
18,M,2005,76,NV,89081,49,52,49,49,52,50.5,M,Yes,No
19,F,2004,76,MO,65336,45,41,53,53,55,50.5,M,Yes,No
19,F,2003,73,FL,32548,44,47,56,44,55,50.5,M,Yes,No
32,F,2004,91,CA,91406,45,56,56,49,41,50.5,D,Yes,No
34,M,2004,89,CA,95758,37,65,40,32,65,50.5,D,Yes,No
20,M,2004,89,AP,96367,43,52,62,36,52,50.5,D,Yes,No
19,F,2003,80,OH,43162,49,52,56,49,45,50.5,D,Yes,No
22,F,2004,79,OK,73139,57,67,43,49,43,50.5,D,Yes,No
18,M,2004,79,FL,33550,49,47,61,55,39,50.5,D,Yes,No
20,F,2003,86,DC,20336,61,72,46,50,35,50.75,UNKNOWN,No,Yes
18,M,2003,85,IN,47302,45,46,67,46,44,50.75,UNKNOWN,No,Yes
20,F,2005,71,CA,91306,54,56,49,53,45,50.75,S,No,Yes
25,M,2003,78,NC,27863,43,49,76,40,38,50.75,M,No,Yes
20,M,2003,98,AL,35173,56,67,42,48,46,50.75,UNKNOWN,Yes,No
24,M,2003,95,AR,72940,47,50,58,46,49,50.75,UNKNOWN,Yes,No
50,F,2004,94,PA,15046,68,86,45,50,22,50.75,UNKNOWN,Yes,No
20,M,2003,89,GA,30559,48,50,59,48,46,50.75,UNKNOWN,Yes,No
20,F,2003,88,DC,20336,61,72,46,50,35,50.75,UNKNOWN,Yes,No
20,M,2003,88,OH,45044,48,50,50,48,55,50.75,UNKNOWN,Yes,No
47,M,2004,86,TN,37716,57,55,41,62,45,50.75,UNKNOWN,Yes,No
19,M,2003,86,FL,33615,58,76,49,42,36,50.75,UNKNOWN,Yes,No
20,M,2003,83,TX,76908,53,55,45,52,51,50.75,UNKNOWN,Yes,No
19,M,2004,83,WA,98444,53,61,61,48,33,50.75,UNKNOWN,Yes,No
19,M,2003,81,CA,91722,57,72,38,44,49,50.75,UNKNOWN,Yes,No
21,F,2004,80,FL,33569,49,54,47,46,56,50.75,UNKNOWN,Yes,No
21,M,2003,77,IL,60619,53,63,63,44,33,50.75,UNKNOWN,Yes,No
26,M,2003,97,HI,96705,40,47,82,36,38,50.75,S,Yes,No
19,M,2003,96,CA,90039,49,61,52,40,50,50.75,S,Yes,No
19,M,2003,93,AK,99705,36,37,73,38,55,50.75,S,Yes,No
20,M,2004,92,CA,93437,51,57,51,46,49,50.75,S,Yes,No
19,F,2003,91,CA,94535,58,65,50,53,35,50.75,S,Yes,No
19,M,2003,87,AP,39534,37,43,64,38,58,50.75,S,Yes,No
18,M,2004,87,NJ,08009,47,49,45,49,60,50.75,S,Yes,No
18,M,2003,87,ID,83648,44,49,55,42,57,50.75,S,Yes,No
22,M,2004,86,OH,44805,43,34,43,57,69,50.75,S,Yes,No
19,M,2004,86,AP,96367,47,45,53,53,52,50.75,S,Yes,No
19,F,2004,85,CA,93308,59,72,50,48,33,50.75,S,Yes,No
29,M,2004,84,HI,96782,68,17,77,57,52,50.75,S,Yes,No
21,M,2005,84,TX,75071,48,52,56,47,48,50.75,S,Yes,No
19,M,2003,83,AK,99705,36,37,73,38,55,50.75,S,Yes,No
20,F,2004,83,NC,27215,50,49,54,57,43,50.75,S,Yes,No
19,M,2004,83,NJ,07731,42,71,62,42,28,50.75,S,Yes,No
26,M,2004,83,WV,26501,51,54,49,53,47,50.75,S,Yes,No
19,M,2003,82,NC,27531,48,52,46,47,58,50.75,S,Yes,No
20,M,2004,81,PR,961,51,71,52,44,36,50.75,S,Yes,No
19,M,2003,80,LA,71112,47,45,66,53,39,50.75,S,Yes,No
20,M,2005,78,CA,95632,48,47,55,53,48,50.75,S,Yes,No
19,M,2004,74,SC,29483,61,69,48,53,33,50.75,S,Yes,No
20,M,2004,99,FL,32092,56,67,40,47,49,50.75,M,Yes,No
34,M,2004,94,MN,55374,49,51,44,48,60,50.75,M,Yes,No
20,F,2005,91,NV,89115,56,56,51,57,39,50.75,M,Yes,No
36,F,2004,89,OH,43551,62,67,43,62,31,50.75,M,Yes,No
19,M,2003,89,NV,89032,49,59,64,42,38,50.75,M,Yes,No
18,M,2005,88,AL,36066,54,55,50,55,43,50.75,M,Yes,No
19,M,2003,87,NC,27577,43,45,53,44,61,50.75,M,Yes,No
20,M,2004,87,NJ,8640,50,52,52,51,48,50.75,M,Yes,No
19,M,2004,87,TX,76908,45,44,62,48,49,50.75,M,Yes,No
32,M,2003,86,UT,84043,47,43,34,51,75,50.75,M,Yes,No
19,M,2003,84,MT,59401,49,50,54,51,48,50.75,M,Yes,No
21,F,2005,82,GA,31548,59,65,54,53,31,50.75,M,Yes,No
20,M,2004,80,UT,84056,43,43,34,66,60,50.75,M,Yes,No
19,F,2003,79,AP,96264,51,74,48,41,40,50.75,M,Yes,No
19,M,2003,79,MT,59402,43,49,56,40,58,50.75,M,Yes,No
18,M,2004,78,NV,89166,50,72,56,32,43,50.75,M,Yes,No
36,F,2005,77,MN,55808,59,56,39,59,49,50.75,M,Yes,No
21,M,2004,72,DE,19701,46,47,64,49,43,50.75,M,Yes,No
19,F,2003,91,CA,95824,61,69,35,53,46,50.75,D,Yes,No
19,F,2004,89,TX,78016,57,59,50,57,37,50.75,D,Yes,No
18,F,2003,86,NC,27332,58,72,54,44,33,50.75,D,Yes,No
19,F,2005,84,FL,32444,55,65,60,47,31,50.75,D,Yes,No
35,M,2004,81,TX,78203,47,43,45,55,60,50.75,D,Yes,No
23,F,2003,80,IL,60548,61,63,50,59,32,51,UNKNOWN,No,Yes
22,M,2004,86,IN,46186,48,43,35,57,69,51,S,No,Yes
21,M,2004,77,PA,16057,50,46,47,55,56,51,S,No,Yes
18,M,2003,76,PA,18812,58,50,39,68,47,51,S,No,Yes
20,F,2004,90,CA,93030,54,57,50,53,44,51,S,Yes,No
19,M,2004,90,NV,89108,54,59,57,52,36,51,S,Yes,No
20,M,2004,82,LA,71110,46,52,56,53,43,51,S,Yes,No
19,M,2003,91,AK,99705,43,55,69,34,46,51,UNKNOWN,Yes,No
19,M,2003,88,TX,76908,54,61,50,50,43,51,UNKNOWN,Yes,No
21,M,2004,88,WA,98387,52,65,59,41,39,51,UNKNOWN,Yes,No
19,F,2003,87,AZ,85301,59,69,50,52,33,51,UNKNOWN,Yes,No
19,M,2003,87,TX,76908,50,54,48,48,54,51,UNKNOWN,Yes,No
21,M,2003,86,VA,23461,48,48,66,50,40,51,UNKNOWN,Yes,No
25,M,2003,86,AR,72908,57,57,43,59,45,51,UNKNOWN,Yes,No
27,M,2003,85,KY,40313,45,35,54,37,78,51,UNKNOWN,Yes,No
19,F,2003,84,CA,93041,62,79,46,44,35,51,UNKNOWN,Yes,No
47,M,2003,82,CA,94560,46,54,58,38,54,51,UNKNOWN,Yes,No
19,M,2003,82,PA,15301,55,65,64,48,27,51,UNKNOWN,Yes,No
20,F,2003,81,DE,19973,51,46,53,52,53,51,UNKNOWN,Yes,No
19,M,2004,81,GA,31602,57,67,54,50,33,51,UNKNOWN,Yes,No
19,M,2003,80,FL,33510,45,54,58,39,53,51,UNKNOWN,Yes,No
21,M,2003,79,WV,26201,46,50,56,44,54,51,UNKNOWN,Yes,No
25,M,2003,79,IL,60153,53,59,48,50,47,51,UNKNOWN,Yes,No
19,F,2004,78,OH,44875,54,59,58,52,35,51,UNKNOWN,Yes,No
19,F,2003,78,CT,6492,56,69,50,46,39,51,UNKNOWN,Yes,No
28,F,2003,97,MD,20743,58,50,43,68,43,51,S,Yes,No
20,F,2004,95,US,9603,53,59,50,48,47,51,S,Yes,No
20,F,2004,94,WA,99011,56,63,52,51,38,51,S,Yes,No
19,M,2004,94,SC,29944,50,59,56,44,45,51,S,Yes,No
20,M,2004,94,AZ,85756,37,34,56,47,67,51,S,Yes,No
20,M,2004,93,ND,58705,46,52,53,42,57,51,S,Yes,No
19,M,2003,93,LA,71009,48,65,64,33,42,51,S,Yes,No
19,M,2004,93,NV,89108,54,59,57,52,36,51,S,Yes,No
19,M,2004,90,NV,89108,54,59,57,52,36,51,S,Yes,No
19,M,2004,89,FL,33016,41,50,63,34,57,51,S,Yes,No
19,M,2004,89,AR,72442,52,63,55,42,44,51,S,Yes,No
20,M,2004,89,LA,71110,46,52,56,53,43,51,S,Yes,No
20,F,2004,86,CA,93030,54,57,50,53,44,51,S,Yes,No
18,F,2004,86,NC,27704,52,59,60,46,39,51,S,Yes,No
19,F,2004,86,LA,71263,54,71,60,41,32,51,S,Yes,No
21,F,2004,85,MI,48066,61,71,50,52,31,51,S,Yes,No
21,M,2003,85,PA,15327,48,67,50,32,55,51,S,Yes,No
22,F,2005,84,LA,70443,63,65,31,62,46,51,S,Yes,No
21,M,2004,84,PA,15327,48,67,50,32,55,51,S,Yes,No
20,M,2004,84,GA,30168,53,57,48,50,49,51,S,Yes,No
19,M,2004,83,MA,1757,50,47,50,57,50,51,S,Yes,No
18,M,2003,80,RI,2886,54,56,49,53,46,51,S,Yes,No
18,F,2005,80,HI,96706,54,52,62,57,33,51,S,Yes,No
21,M,2004,80,PA,15216,51,48,52,44,60,51,S,Yes,No
21,M,2003,79,NY,10547,51,61,46,49,48,51,S,Yes,No
18,M,2003,75,TX,77055,53,65,60,44,35,51,S,Yes,No
21,M,2004,75,CA,91913,53,52,47,55,50,51,S,Yes,No
20,M,2004,72,TN,38367,56,69,51,46,38,51,S,Yes,No
37,M,2004,93,AK,99516,40,24,55,36,89,51,M,Yes,No
21,M,2004,93,LA,71105,47,45,50,53,56,51,M,Yes,No
24,M,2004,92,VA,23666,50,47,50,59,48,51,M,Yes,No
20,M,2004,92,AK,82001,46,47,61,49,47,51,M,Yes,No
19,M,2004,90,WV,25313,48,59,49,40,56,51,M,Yes,No
19,M,2004,90,MD,20762,45,45,49,49,61,51,M,Yes,No
18,F,2004,88,LA,71108,54,50,53,59,42,51,M,Yes,No
23,M,2003,87,TX,76908,49,49,59,53,43,51,M,Yes,No
21,F,2005,86,AL,35960,55,59,40,53,52,51,M,Yes,No
27,M,2003,85,CA,94535,44,50,67,40,47,51,M,Yes,No
21,M,2004,84,NV,89115,48,63,64,36,41,51,M,Yes,No
47,M,2004,83,AR,72076,54,62,44,46,52,51,M,Yes,No
19,M,2004,82,AK,99654,41,41,76,44,43,51,M,Yes,No
24,M,2004,81,WA,99205,50,49,40,57,58,51,M,Yes,No
20,M,2004,81,AP,96367,42,45,53,42,64,51,M,Yes,No
19,M,2005,81,VA,23665,55,52,46,59,47,51,M,Yes,No
34,M,2005,81,DE,19901,51,45,60,49,50,51,M,Yes,No
18,M,2004,77,SC,29152,44,39,50,53,62,51,M,Yes,No
34,M,2005,77,DE,19901,51,45,60,49,50,51,M,Yes,No
36,M,2004,70,KS,67025,40,43,52,40,69,51,M,Yes,No
52,M,2003,70,VT,05468,61,24,41,61,78,51,M,Yes,No
36,F,2003,70,TX,77598,54,52,55,57,40,51,M,Yes,No
20,F,2003,78,TX,75604,55,63,54,49,38,51,D,Yes,No
19,M,2004,71,GU,96913,49,52,64,49,39,51,D,Yes,No
22,M,2003,60,IN,46534,48,54,58,44,49,51.25,UNKNOWN,No,Yes
19,M,2004,90,CA,93437,54,69,50,42,44,51.25,M,No,Yes
20,F,2003,80,HI,96818,36,49,66,44,46,51.25,M,No,Yes
22,M,2004,82,AE,9464,55,49,40,64,52,51.25,D,No,Yes
21,F,2005,84,SC,29053,54,55,46,55,49,51.25,S,Yes,No
19,M,2004,84,NJ,8068,53,56,55,51,43,51.25,M,Yes,No
20,F,2004,62,CA,93505,53,59,52,49,45,51.25,M,Yes,No
20,M,2003,96,PR,976,56,65,43,50,47,51.25,UNKNOWN,Yes,No
20,M,2003,90,PR,00604,48,61,60,37,47,51.25,UNKNOWN,Yes,No
19,M,2003,87,SC,29203,58,63,50,55,37,51.25,UNKNOWN,Yes,No
26,M,2003,85,CT,6335,52,54,45,46,60,51.25,UNKNOWN,Yes,No
18,M,2003,82,VA,23434,56,69,51,46,39,51.25,UNKNOWN,Yes,No
19,F,2003,80,OK,73501,56,61,58,53,33,51.25,UNKNOWN,Yes,No
19,F,2003,79,VA,23456,55,63,49,50,43,51.25,UNKNOWN,Yes,No
18,F,2004,94,CA,92585,60,65,49,55,36,51.25,S,Yes,No
19,M,2004,91,TX,79606,53,56,59,51,39,51.25,S,Yes,No
20,F,2004,91,FL,33625,40,61,47,48,49,51.25,S,Yes,No
19,M,2004,90,GA,31315,49,57,62,42,44,51.25,S,Yes,No
34,M,2004,90,TX,78216,23,61,52,49,43,51.25,S,Yes,No
20,M,2004,89,WV,25607,54,72,48,39,46,51.25,S,Yes,No
19,M,2004,89,VA,23666,44,41,52,51,61,51.25,S,Yes,No
19,M,2004,89,HI,96797,50,61,64,42,38,51.25,S,Yes,No
20,F,2004,88,OK,73044,52,44,52,62,47,51.25,S,Yes,No
18,F,2004,87,TX,76311,55,59,49,53,44,51.25,S,Yes,No
21,M,2004,87,PR,921,52,51,61,53,40,51.25,S,Yes,No
19,M,2004,87,NY,12801,50,52,53,53,47,51.25,S,Yes,No
19,M,2004,87,FL,33912,61,67,36,55,47,51.25,S,Yes,No
21,F,2004,87,NC,27616,55,59,47,53,46,51.25,S,Yes,No
20,M,2005,86,TX,79556,53,55,61,53,36,51.25,S,Yes,No
21,F,2005,86,SC,29053,54,55,46,55,49,51.25,S,Yes,No
19,M,2004,86,NC,28247,56,69,47,46,43,51.25,S,Yes,No
19,M,2004,86,NJ,8302,55,59,43,53,50,51.25,S,Yes,No
19,M,2003,85,CT,06489,48,55,54,44,52,51.25,S,Yes,No
19,M,2003,85,CA,91331,58,67,50,52,36,51.25,S,Yes,No
20,M,2005,85,IL,62801,37,37,81,42,45,51.25,S,Yes,No
20,F,2004,82,CO,80907,52,71,56,48,30,51.25,S,Yes,No
19,M,2004,80,OR,97080,50,55,54,49,47,51.25,S,Yes,No
19,F,2003,80,AE,9824,54,59,35,62,49,51.25,S,Yes,No
19,F,2004,79,DE,19904,58,72,46,46,41,51.25,S,Yes,No
20,F,2005,78,SC,29483,57,61,62,55,27,51.25,S,Yes,No
19,M,2003,78,IL,62208,54,56,60,53,36,51.25,S,Yes,No
19,F,2004,78,IL,62363,54,61,61,50,33,51.25,S,Yes,No
21,F,2004,77,TX,76311,56,69,52,46,38,51.25,S,Yes,No
18,F,2004,76,CA,92880,54,59,56,51,39,51.25,S,Yes,No
19,F,2004,75,TX,76908,53,50,55,57,43,51.25,S,Yes,No
19,M,2003,75,MT,59405,46,46,58,48,53,51.25,S,Yes,No
19,M,2004,74,TN,37409,53,54,36,55,60,51.25,S,Yes,No
18,M,2004,71,TX,79936,53,65,70,42,28,51.25,S,Yes,No
19,M,2005,97,OR,97502,49,56,56,44,49,51.25,M,Yes,No
23,M,2003,96,ME,4456,42,67,50,38,50,51.25,M,Yes,No
35,F,2004,96,VA,23605,52,34,36,52,83,51.25,M,Yes,No
20,M,2004,96,AZ,85008,46,54,74,41,36,51.25,M,Yes,No
44,M,2004,95,AL,36582,42,25,59,48,73,51.25,M,Yes,No
18,M,2004,94,AR,72086,45,43,59,51,52,51.25,M,Yes,No
36,M,2005,94,FL,33032,53,52,55,55,43,51.25,M,Yes,No
26,M,2003,93,WV,25086,42,32,56,57,60,51.25,M,Yes,No
19,M,2004,91,NJ,8068,53,56,55,51,43,51.25,M,Yes,No
21,M,2003,90,FL,32578,41,47,64,38,56,51.25,M,Yes,No
20,F,2003,89,MS,39531,50,50,61,53,41,51.25,M,Yes,No
36,M,2004,88,TN,38111,37,87,47,36,35,51.25,M,Yes,No
20,M,2003,88,TX,78251,54,61,59,49,36,51.25,M,Yes,No
39,M,2004,87,OK,73106,54,53,58,57,37,51.25,M,Yes,No
20,F,2003,86,OH,43065,52,65,46,47,47,51.25,M,Yes,No
35,M,2004,86,FL,33032,53,52,55,55,43,51.25,M,Yes,No
43,M,2003,86,OK,74012,41,27,45,42,91,51.25,M,Yes,No
21,M,2004,85,AP,96264,48,43,50,57,55,51.25,M,Yes,No
20,M,2003,85,FL,32246,45,39,56,55,55,51.25,M,Yes,No
22,M,2003,85,UT,84056,47,47,49,51,58,51.25,M,Yes,No
22,M,2004,84,DE,19901,49,50,50,50,55,51.25,M,Yes,No
24,M,2004,83,MO,65305,43,37,56,53,59,51.25,M,Yes,No
23,M,2003,83,NJ,8054,56,52,36,62,55,51.25,M,Yes,No
19,M,2004,83,NC,28356,47,49,43,49,64,51.25,M,Yes,No
20,M,2004,82,UT,84041,44,41,44,51,69,51.25,M,Yes,No
19,M,2003,82,CA,90606,52,56,56,47,46,51.25,M,Yes,No
22,F,2005,81,PA,15701,53,56,53,51,45,51.25,M,Yes,No
20,F,2004,79,CA,93505,53,59,52,49,45,51.25,M,Yes,No
23,M,2004,79,FL,32404,53,61,50,48,46,51.25,M,Yes,No
19,F,2003,76,HI,96818,54,56,47,53,49,51.25,M,Yes,No
27,M,2003,90,TX,75206,52,47,56,40,62,51.25,D,Yes,No
19,M,2004,89,GA,31602,49,52,59,49,45,51.25,D,Yes,No
20,M,2004,89,SC,29154,43,41,53,49,62,51.25,D,Yes,No
19,M,2004,83,IL,60559,50,57,51,44,54,51.5,S,No,Yes
